boxtxt,costtomake,dateofshipment,weightofshipment,shipmentinsurrancecost,basevalue,storetxt,region_name,currentcostofshipment,valueofshipment,Total_Value,Total_V_NEW_Metric
DG282516,2.8,06/01/2019,18.8,3.1,152,OK712148,Region #2,7.9,2292.2,2267.9,2270.8
DX301310,3.9,06/02/2019,9.3,2.6,120,OK712148,Region #2,6.4,1809.6,1792.9,1792.2
FD311219,2.6,01/16/2019,9,3.7,119,OK712148,Region #2,5.1,1794.5,1776,1780.8
GJ331220,3.1,10/13/2019,19.6,2.6,170,OK712148,Region #2,8.4,2563.6,2542.1,2540.8
GJ331220,3.1,07/11/2019,39.5,3.1,91,OK712148,Region #2,13.8,1372.3,1330.3,1334.9
KQ264020,2.9,11/08/2019,28.3,2.5,91,OK712148,Region #2,10.6,1372.3,1346.2,1343.6
KQ264020,2.9,06/07/2019,34.6,3.3,181,OK712148,Region #2,12.3,2729.5,2688.6,2696.2
QH401919,2.4,09/03/2019,11.3,2.8,143,OK712148,Region #2,5.4,2156.4,2141.4,2141.7
BQ261014,2.6,09/14/2019,28.7,2.3,96,OK712155,Region #2,10.4,1447.7,1423.3,1419.4
FD311219,2.6,03/04/2019,20.5,2.6,165,OK712155,Region #2,8.2,2488.2,2467.3,2466
FD311219,2.6,06/21/2019,5,3.2,171,OK712155,Region #2,4,2578.7,2565.9,2567.8
FD311219,2.6,11/01/2019,44.7,3,148,OK712155,Region #2,14.7,2231.8,2187.5,2191.9
GD341420,2.8,11/25/2019,29.7,3.7,96,OK712155,Region #2,10.8,1447.7,1407.6,1418.3
GD341420,2.8,09/19/2019,41.2,2.6,180,OK712155,Region #2,13.9,2714.4,2678.8,2676.6
MA101120,2.1,10/15/2019,35.1,3.5,147,OK712155,Region #2,11.6,2216.8,2175.9,2185.2
MA101120,2.1,04/15/2019,12,2.5,160,OK712155,Region #2,5.4,2412.8,2399.5,2398.1
DA251912,2.4,04/23/2019,28.3,3.3,118,OK712156,Region #2,10,1779.4,1746.1,1752.3
DM481414,2.6,02/11/2019,11.2,2.9,184,OK712156,Region #2,5.6,2774.7,2758.3,2759.5
DM481414,2.6,11/24/2019,47.5,2.9,124,OK712156,Region #2,15.4,1869.9,1825.9,1828.2
EC423810,3.7,09/06/2019,25.7,3.1,172,OK712156,Region #2,10.6,2593.8,2560.8,2564.9
GJ331220,3.1,03/18/2019,9.3,3,144,OK712156,Region #2,5.6,2171.5,2154.6,2156.3
KH102813,1.2,04/13/2019,45.9,2.5,132,OK712156,Region #2,13.6,1990.6,1956.3,1953.6
KQ264020,2.9,11/09/2019,36.6,3.2,110,OK712156,Region #2,12.8,1658.8,1618.2,1624.1
KQ264020,2.9,05/05/2019,43.1,2.7,121,OK712156,Region #2,14.6,1824.7,1785.5,1785.2
NC103116,2.3,03/06/2019,36.9,3.2,109,OK712156,Region #2,12.3,1643.7,1604.7,1610.4
BQ261014,2.6,04/22/2019,17.4,2.3,127,OK712157,Region #2,7.3,1915.2,1898,1895.2
DA251912,2.4,07/06/2019,20.2,3,121,OK712157,Region #2,7.8,1824.7,1801.5,1803.4
DA251912,2.4,11/25/2019,15.1,3.7,161,OK712157,Region #2,6.4,2427.9,2404.3,2410.4
DG282516,2.8,04/06/2019,44.3,3,177,OK712157,Region #2,14.7,2669.2,2624.7,2629.1
DX301310,3.9,05/15/2019,31.3,3,144,OK712157,Region #2,12.3,2171.5,2134.3,2138
DX301310,3.9,02/06/2019,48.9,3.1,100,OK712157,Region #2,17.1,1508,1454.2,1461.5
EC423810,3.7,04/11/2019,18.4,2.5,147,OK712157,Region #2,8.7,2216.8,2195.2,2193.2
FD311219,2.6,05/19/2019,14.8,3,178,OK712157,Region #2,6.6,2684.2,2664.3,2666.2
GJ331220,3.1,11/20/2019,44.8,3.7,148,OK712157,Region #2,15.2,2231.8,2175.4,2190.6
KH102813,1.2,02/04/2019,50.4,3.1,109,OK712157,Region #2,14.8,1643.7,1598,1603.5
KQ264020,2.9,10/20/2019,19,2.7,112,OK712157,Region #2,8,1689,1667.3,1667.1
QH401919,2.4,12/05/2019,29.3,3.1,114,OK712157,Region #2,10.3,1719.1,1686.8,1691.2
DA251912,2.4,02/23/2019,33.1,3,144,OK712159,Region #2,11.3,2171.5,2137.9,2140.9
DA251912,2.4,07/06/2019,12.8,3.3,179,OK712159,Region #2,5.8,2699.3,2680.4,2683.5
DG282516,2.8,11/14/2019,14.9,3,111,OK712159,Region #2,6.8,1673.9,1653.4,1655.4
DG282516,2.8,10/01/2019,42.7,3,194,OK712159,Region #2,14.3,2925.5,2883,2886.6
EC423810,3.7,12/25/2019,26.9,2.4,139,OK712159,Region #2,11,2096.1,2069.9,2066.4
FD311219,2.6,08/05/2019,41.4,3.9,167,OK712159,Region #2,13.8,2518.4,2465,2480.8
GJ331220,3.1,02/06/2019,15.8,3.1,182,OK712159,Region #2,7.3,2744.6,2722,2724.6
KQ264020,2.9,06/18/2019,42.5,2.8,179,OK712159,Region #2,14.4,2699.3,2659,2660.3
MA101120,2.1,10/25/2019,20.6,3.5,195,OK712159,Region #2,7.7,2940.6,2913.8,2919.7
MA101120,2.1,12/14/2019,12.7,3.4,161,OK712159,Region #2,5.6,2427.9,2409.1,2412.7
BQ261014,2.6,01/22/2019,48.3,3,180,OK712162,Region #2,15.7,2714.4,2666.8,2671.8
DA251912,2.4,05/01/2019,49.2,3.7,171,OK712162,Region #2,15.6,2578.7,2521.5,2536.2
DG282516,2.8,02/02/2019,11.2,3.1,91,OK712162,Region #2,5.8,1372.3,1354.1,1356.5
DM481414,2.6,11/08/2019,10.5,3.1,154,OK712162,Region #2,5.4,2322.3,2305.7,2307.7
DM481414,2.6,10/19/2019,7.6,3.8,90,OK712162,Region #2,4.6,1357.2,1339.6,1344.7
DX301310,3.9,03/22/2019,26.2,3.7,186,OK712162,Region #2,11,2804.9,2764.7,2775.1
FD311219,2.6,07/24/2019,13.9,3.8,188,OK712162,Region #2,6.4,2835,2810.7,2817.7
GD341420,2.8,08/17/2019,49.4,3.5,105,OK712162,Region #2,16.1,1583.4,1527.2,1539.6
GD341420,2.8,06/11/2019,6.5,2.1,182,OK712162,Region #2,4.6,2744.6,2734.9,2732.1
GJ331220,3.1,06/20/2019,13.5,2.8,178,OK712162,Region #2,6.7,2684.2,2665.4,2665.9
KH102813,1.2,12/24/2019,44,2.5,144,OK712162,Region #2,13.1,2171.5,2139.2,2136
MA101120,2.1,06/15/2019,26.3,2.8,109,OK712162,Region #2,9.3,1643.7,1617.8,1618.6
DG282516,2.8,10/25/2019,41.9,3.3,176,OK712165,Region #2,14.1,2654.1,2608.1,2615.8
DM481414,2.6,09/03/2019,28.8,3.2,102,OK712165,Region #2,10.3,1538.2,1504.7,1510.1
DX301310,3.9,03/08/2019,7.8,2.7,173,OK712165,Region #2,6,2608.8,2592.7,2592.5
GJ331220,3.1,08/02/2019,7.2,3,97,OK712165,Region #2,5,1462.8,1447.4,1449.1
KH102813,1.2,08/25/2019,32.5,3,139,OK712165,Region #2,10,2096.1,2065.9,2069
NC103116,2.3,01/08/2019,47.2,2.9,178,OK712165,Region #2,15.1,2684.2,2639.8,2643.3
QH401919,2.4,02/09/2019,47.5,3.4,114,OK712165,Region #2,15.2,1719.1,1666.8,1677.8
DA251912,2.4,11/11/2019,24.1,2.8,164,OK712168,Region #2,8.9,2473.1,2448.3,2449
DG282516,2.8,04/07/2019,13.6,3.4,187,OK712168,Region #2,6.5,2820,2797.7,2802.4
DM481414,2.6,02/09/2019,19.7,3.1,121,OK712168,Region #2,7.9,1824.7,1800.4,1803.3
DM481414,2.6,06/19/2019,16.4,3.2,91,OK712168,Region #2,7,1372.3,1350.1,1353.3
DM481414,2.6,08/16/2019,32.8,3,155,OK712168,Region #2,11.4,2337.4,2303.7,2306.4
EC423810,3.7,12/24/2019,10.4,3.1,118,OK712168,Region #2,6.5,1779.4,1759.4,1761.8
FD311219,2.6,05/23/2019,15,2.6,184,OK712168,Region #2,6.7,2774.7,2757.6,2756.5
GD341420,2.8,06/15/2019,50,2.6,140,OK712168,Region #2,16.3,2111.2,2069.4,2066.9
GJ331220,3.1,04/10/2019,20,3.1,173,OK712168,Region #2,8.5,2608.8,2582.9,2585.8
KH102813,1.2,06/25/2019,50.2,2.9,111,OK712168,Region #2,14.8,1673.9,1630.9,1633.8
KQ264020,2.9,03/03/2019,31.4,2.9,143,OK712168,Region #2,11.4,2156.4,2123.7,2125.5
KQ264020,2.9,12/06/2019,12.3,3.3,185,OK712168,Region #2,6.2,2789.8,2769.1,2772.9
DX301310,3.9,06/12/2019,32.5,2.6,128,OK712171,Region #2,12.7,1930.2,1897.7,1895.8
EC423810,3.7,09/22/2019,22.6,3.8,115,OK712171,Region #2,9.8,1734.2,1696.8,1707.6
EC423810,3.7,10/05/2019,25.7,3.7,137,OK712171,Region #2,10.6,2066,2027.1,2037.1
GD341420,2.8,05/05/2019,45.9,2.8,121,OK712171,Region #2,15.2,1824.7,1782.8,1783.3
GJ331220,3.1,11/14/2019,6.8,3.3,116,OK712171,Region #2,4.9,1749.3,1732.9,1735.9
NC103116,2.3,06/18/2019,27.7,3.1,168,OK712171,Region #2,9.8,2533.4,2503.1,2506.9
GD341420,2.8,11/24/2019,44.6,2.8,135,OK712173,Region #2,14.9,2035.8,1994.7,1995.4
GJ331220,3.1,09/13/2019,35.9,2.8,191,OK712173,Region #2,12.8,2880.3,2844.3,2845.5
KH102813,1.2,06/25/2019,6.9,3,138,OK712173,Region #2,3.1,2081,2071.8,2072.7
QH401919,2.4,09/15/2019,16.5,3.1,154,OK712173,Region #2,6.8,2322.3,2301.4,2303.7
QH401919,2.4,03/09/2019,14.7,3.8,133,OK712173,Region #2,6.4,2005.6,1981.3,1988.4
DG282516,2.8,04/11/2019,26.6,2.6,103,OK712174,Region #2,10,1553.2,1527.7,1526.2
DX301310,3.9,02/15/2019,44.9,3.3,151,OK712174,Region #2,16,2277.1,2223.7,2233.6
FD311219,2.6,09/21/2019,6.9,3.5,90,OK712174,Region #2,4.5,1357.2,1341.4,1345
KQ264020,2.9,10/07/2019,47.3,2.6,111,OK712174,Region #2,15.7,1673.9,1633.7,1631.3
NC103116,2.3,01/05/2019,8.2,3.5,190,OK712174,Region #2,4.5,2865.2,2849.1,2852.9
QH401919,2.4,05/06/2019,28.6,3.8,107,OK712174,Region #2,10.1,1613.6,1575,1586.1
DM481414,2.6,06/09/2019,21.5,3.7,156,OK712175,Region #2,8.4,2352.5,2321.9,2329.8
DM481414,2.6,10/16/2019,34.8,2.8,95,OK712175,Region #2,12,1432.6,1398.8,1400.1
FD311219,2.6,01/18/2019,48.2,2.9,191,OK712175,Region #2,15.7,2880.3,2835.4,2837.7
KH102813,1.2,12/04/2019,31.6,3,187,OK712175,Region #2,9.7,2820,2790.4,2793.5
KH102813,1.2,07/12/2019,50.8,2.6,117,OK712175,Region #2,14.9,1764.4,1725.8,1723.8
KQ264020,2.9,02/20/2019,19.4,3.6,159,OK712175,Region #2,8.2,2397.7,2368.6,2375.6
MA101120,2.1,04/12/2019,22.5,3,154,OK712175,Region #2,8.2,2322.3,2297.9,2300
NC103116,2.3,09/24/2019,41,3.5,120,OK712175,Region #2,13.4,1809.6,1763,1773.3
NC103116,2.3,12/17/2019,22.9,2.8,177,OK712175,Region #2,8.5,2669.2,2645.8,2646.1
NC103116,2.3,02/19/2019,9.8,2.5,184,OK712175,Region #2,5,2774.7,2762.2,2761.2
DA251912,2.4,12/13/2019,32.2,3.5,147,OK712181,Region #2,11.1,2216.8,2178.3,2186.7
DG282516,2.8,04/02/2019,49.6,3,130,OK712181,Region #2,16.2,1960.4,1911.7,1916.4
DG282516,2.8,10/02/2019,7.7,3,100,OK712181,Region #2,4.9,1508,1493.5,1494.8
DX301310,3.9,06/06/2019,32.5,2.9,101,OK712181,Region #2,12.7,1523.1,1486.6,1488.6
GD341420,2.8,04/02/2019,27.6,2.6,137,OK712181,Region #2,10.3,2066,2039.6,2038.1
GD341420,2.8,02/09/2019,22.3,2.7,118,OK712181,Region #2,8.8,1779.4,1755.1,1755.4
GD341420,2.8,07/06/2019,15.2,2.8,140,OK712181,Region #2,6.9,2111.2,2092.1,2092.4
GD341420,2.8,10/19/2019,17.1,2.6,118,OK712181,Region #2,7.4,1779.4,1760.4,1759.3
KQ264020,2.9,12/03/2019,34.6,2.9,162,OK712181,Region #2,12.3,2443,2407.7,2409.6
MA101120,2.1,11/17/2019,15.4,3.9,138,OK712181,Region #2,6.3,2081,2056.7,2063.9
BQ261014,2.6,05/19/2019,6.8,3.8,115,OK712182,Region #2,4.5,1734.2,1717.4,1722
BQ261014,2.6,12/19/2019,41.8,3.2,120,OK712182,Region #2,13.9,1809.6,1764.4,1771.8
DA251912,2.4,11/17/2019,38.5,3.1,130,OK712182,Region #2,12.8,1960.4,1920.3,1925.8
DG282516,2.8,07/12/2019,7.9,3.5,135,OK712182,Region #2,4.9,2035.8,2018.7,2022.4
KH102813,1.2,02/25/2019,10.4,2.7,171,OK712182,Region #2,4,2578.7,2567.6,2567.7
QH401919,2.4,01/17/2019,10.6,2.5,169,OK712182,Region #2,5.2,2548.5,2535.4,2534.3
QH401919,2.4,05/09/2019,40.3,2.6,183,OK712182,Region #2,13.3,2759.6,2724.7,2723.6
BQ261014,2.6,12/02/2019,25,2.9,100,OK712183,Region #2,9.4,1508,1481,1482.5
DG282516,2.8,11/18/2019,48.8,3.4,173,OK712183,Region #2,16,2608.8,2555.2,2565.5
EC423810,3.7,05/05/2019,16.9,2.7,151,OK712183,Region #2,8.3,2277.1,2255.2,2254.7
FD311219,2.6,11/11/2019,32.8,3.6,95,OK712183,Region #2,11.5,1432.6,1391.5,1401.4
GD341420,2.8,11/08/2019,24.5,2.8,171,OK712183,Region #2,9.4,2578.7,2552.3,2553.1
KH102813,1.2,01/24/2019,40.8,3.8,171,OK712183,Region #2,12.2,2578.7,2532,2545.5
KH102813,1.2,04/03/2019,46.7,2.5,171,OK712183,Region #2,13.8,2578.7,2544.5,2541.1
NC103116,2.3,04/06/2019,24.1,2.7,147,OK712183,Region #2,8.8,2216.8,2192.5,2192.8
QH401919,2.4,07/15/2019,23.8,2.8,113,OK712183,Region #2,8.8,1704,1679.2,1680.1
DG282516,2.8,03/12/2019,5.7,2.8,123,OK712185,Region #2,4.3,1854.8,1842.9,1843.1
DX301310,3.9,08/13/2019,10.8,2.6,128,OK712185,Region #2,6.8,1930.2,1912.5,1911.7
GD341420,2.8,01/17/2019,5.5,2.6,144,OK712185,Region #2,4.3,2171.5,2160.3,2159.8
GD341420,2.8,01/25/2019,42.5,2.9,144,OK712185,Region #2,14.3,2171.5,2130.7,2132.7
GJ331220,3.1,03/16/2019,48.3,2.5,166,OK712185,Region #2,16.1,2503.3,2462.2,2459.5
KH102813,1.2,03/01/2019,5.1,2.6,160,OK712185,Region #2,2.6,2412.8,2406.2,2405.8
BQ261014,2.6,06/11/2019,47.2,2.8,113,OK712188,Region #2,15.4,1704,1660.7,1662.3
DA251912,2.4,03/05/2019,37.8,3.1,184,OK712188,Region #2,12.6,2774.7,2735.5,2740.6
DG282516,2.8,09/18/2019,27.4,2.1,139,OK712188,Region #2,10.2,2096.1,2074.6,2068.4
DM481414,2.6,12/14/2019,14.5,3.2,185,OK712188,Region #2,6.5,2789.8,2769.2,2772.2
KH102813,1.2,12/16/2019,5.2,2.9,138,OK712188,Region #2,2.6,2081,2073.6,2074
KH102813,1.2,06/05/2019,13.5,3,161,OK712188,Region #2,4.9,2427.9,2413.2,2414.7
MA101120,2.1,12/18/2019,18.5,3.9,93,OK712188,Region #2,7.1,1402.4,1374.9,1383
MA101120,2.1,10/07/2019,14.7,2.8,174,OK712188,Region #2,6.1,2623.9,2606.7,2607.3
NC103116,2.3,02/14/2019,45.8,3.6,141,OK712188,Region #2,14.7,2126.3,2073.8,2086.4
QH401919,2.4,11/19/2019,10.5,2.5,107,OK712188,Region #2,5.2,1613.6,1600.4,1599.4
BQ261014,2.6,03/16/2019,34.5,2.7,184,OK712189,Region #2,11.9,2774.7,2742.7,2742.3
DG282516,2.8,02/20/2019,9.6,2.7,159,OK712189,Region #2,5.4,2397.7,2383.3,2383.1
DG282516,2.8,10/08/2019,18.3,3.1,194,OK712189,Region #2,7.7,2925.5,2901.9,2904.5
DM481414,2.6,04/13/2019,49.5,2.9,107,OK712189,Region #2,15.9,1613.6,1568.1,1570.3
FD311219,2.6,07/20/2019,7.1,2.8,112,OK712189,Region #2,4.6,1689,1676.1,1676.6
FD311219,2.6,11/12/2019,42.3,2.8,123,OK712189,Region #2,14.1,1854.8,1815.2,1816.7
GD341420,2.8,06/07/2019,35.1,3.3,172,OK712189,Region #2,12.3,2593.8,2552.8,2560.4
GD341420,2.8,05/19/2019,49.1,2.7,180,OK712189,Region #2,16.1,2714.4,2671.3,2670.7
KQ264020,2.9,07/23/2019,13.9,2.7,156,OK712189,Region #2,6.7,2352.5,2334.5,2334.3
KQ264020,2.9,07/20/2019,23.3,3.8,194,OK712189,Region #2,9.2,2925.5,2890.3,2900.5
KQ264020,2.9,10/14/2019,18.7,2.7,156,OK712189,Region #2,8,2352.5,2331.1,2330.8
KQ264020,2.9,02/24/2019,50.9,3.8,172,OK712189,Region #2,16.7,2593.8,2531.2,2548.5
KQ264020,2.9,06/10/2019,45.6,3.1,121,OK712189,Region #2,15.2,1824.7,1777.8,1783.3
KQ264020,2.9,03/07/2019,13.2,2.7,148,OK712189,Region #2,6.5,2231.8,2214.5,2214.2
KQ264020,2.9,11/05/2019,50.3,3.8,195,OK712189,Region #2,16.5,2940.6,2878.5,2895.8
MA101120,2.1,04/05/2019,44.6,3.9,121,OK712189,Region #2,14.2,1824.7,1769.9,1786.1
QH401919,2.4,11/13/2019,46.4,3,149,OK712189,Region #2,14.9,2246.9,2202.5,2206.4
QH401919,2.4,11/12/2019,42.7,2.8,138,OK712189,Region #2,13.9,2081,2042.6,2043.3
DA251912,2.4,10/05/2019,42.5,2.8,149,OK712194,Region #2,13.8,2246.9,2208.1,2209.4
DG282516,2.8,10/02/2019,36.2,3.1,152,OK712194,Region #2,12.6,2292.2,2253.2,2258
DG282516,2.8,07/25/2019,45.7,2.4,145,OK712194,Region #2,15.1,2186.6,2150.1,2145.5
DM481414,2.6,08/03/2019,30.6,3,188,OK712194,Region #2,10.8,2835,2803,2805.6
FD311219,2.6,11/18/2019,12.1,2.9,144,OK712194,Region #2,5.9,2171.5,2154.2,2155.5
GJ331220,3.1,10/15/2019,43.7,2.8,153,OK712194,Region #2,14.9,2307.2,2265.4,2266.8
KQ264020,2.9,03/12/2019,33.7,3.8,91,OK712194,Region #2,12,1372.3,1326.4,1339.6
MA101120,2.1,07/10/2019,16.5,2.4,145,OK712194,Region #2,6.6,2186.6,2170.7,2168.7
NC103116,2.3,08/09/2019,6.7,3.4,148,OK712194,Region #2,4.1,2231.8,2217.9,2220.6
DG282516,2.8,04/22/2019,19.3,3,119,NM418103,Region #3,8,1794.5,1770.4,1780.7
DX301310,3.9,06/03/2019,23.7,2.6,193,NM418103,Region #3,10.3,2910.4,2883.3,2892.6
DX301310,3.9,03/21/2019,41,3.2,122,NM418103,Region #3,15,1839.8,1792,1813.8
EC423810,3.7,03/05/2019,28.9,2.8,169,NM418103,Region #3,11.5,2548.5,2516.4,2528.6
GD341420,2.8,03/23/2019,50.3,3.8,100,NM418103,Region #3,16.4,1508,1446.3,1479.6
GJ331220,3.1,10/17/2019,18.9,3,165,NM418103,Region #3,8.2,2488.2,2463.4,2474
QH401919,2.4,06/07/2019,45.6,3.1,108,NM418103,Region #3,14.7,1628.6,1582.5,1603.2
DM481414,2.6,08/06/2019,13.1,2.9,170,NM418106,Region #3,6.1,2563.6,2545.7,2553
DM481414,2.6,09/01/2019,32.4,2.7,115,NM418106,Region #3,11.3,1734.2,1704.1,1714.6
DX301310,3.9,09/25/2019,26.2,3.2,105,NM418106,Region #3,11,1583.4,1548.6,1564.4
GJ331220,3.1,08/06/2019,40.8,3.1,104,NM418106,Region #3,14.1,1568.3,1524.9,1543.9
KQ264020,2.9,06/07/2019,44.4,2.6,103,NM418106,Region #3,14.9,1553.2,1515.1,1527.4
MA101120,2.1,04/10/2019,32.4,3.2,122,NM418106,Region #3,10.9,1839.8,1805.1,1820.9
BQ261014,2.6,04/04/2019,11.7,2.4,172,NM418107,Region #3,5.8,2593.8,2579.9,2583.7
DA251912,2.4,03/10/2019,9.9,3,127,NM418107,Region #3,5,1915.2,1900.1,1906.5
DM481414,2.6,01/14/2019,37.3,3.2,177,NM418107,Region #3,12.6,2669.2,2628.2,2647.3
DX301310,3.9,09/13/2019,9.8,3.1,112,NM418107,Region #3,6.6,1689,1668.6,1677.6
FD311219,2.6,07/21/2019,17.8,2.4,108,NM418107,Region #3,7.4,1628.6,1611,1615.8
FD311219,2.6,01/08/2019,15,2.7,165,NM418107,Region #3,6.7,2488.2,2470.4,2476.6
GD341420,2.8,02/17/2019,17.7,2.9,102,NM418107,Region #3,7.6,1538.2,1516.1,1525
KH102813,1.2,02/19/2019,33.5,2.5,159,NM418107,Region #3,10.3,2397.7,2372.4,2379.9
KQ264020,2.9,07/04/2019,41,2.8,170,NM418107,Region #3,14,2563.6,2525.1,2539.4
QH401919,2.4,03/05/2019,20.3,3.3,138,NM418107,Region #3,7.9,2081,2055.4,2067.4
DA251912,2.4,12/01/2019,50.8,3.1,119,NM418110,Region #3,16.1,1794.5,1744.9,1766.7
FD311219,2.6,04/17/2019,39.5,2.2,102,NM418110,Region #3,13.3,1538.2,1509.5,1515.1
FD311219,2.6,03/21/2019,49.9,3.4,123,NM418110,Region #3,16.1,1854.8,1800.5,1826.9
GD341420,2.8,10/24/2019,26.6,3.3,122,NM418110,Region #3,10,1839.8,1806.4,1822.4
GD341420,2.8,10/13/2019,22,2.6,117,NM418110,Region #3,8.8,1764.4,1741.3,1749.2
KH102813,1.2,10/08/2019,5.2,3,93,NM418110,Region #3,2.6,1402.4,1394.6,1397.9
KH102813,1.2,07/07/2019,29,2.5,98,NM418110,Region #3,9,1477.8,1454.8,1462.2
NC103116,2.3,02/09/2019,18,2.7,121,NM418110,Region #3,7.2,1824.7,1804.9,1812.2
QH401919,2.4,11/15/2019,10.7,3.5,144,NM418110,Region #3,5.3,2171.5,2153,2162.4
DM481414,2.6,08/17/2019,12.4,3.7,117,NM418111,Region #3,5.9,1764.4,1742.7,1754.1
EC423810,3.7,04/13/2019,48.7,2.7,188,NM418111,Region #3,16.8,2835,2789.6,2805.9
EC423810,3.7,05/11/2019,16.1,3,173,NM418111,Region #3,8,2608.8,2585,2594.9
FD311219,2.6,01/11/2019,8,3.5,119,NM418111,Region #3,4.8,1794.5,1777.5,1786.2
FD311219,2.6,07/03/2019,34.4,2.7,116,NM418111,Region #3,11.9,1749.3,1717.3,1728.6
GD341420,2.8,03/07/2019,30.1,2.6,109,NM418111,Region #3,10.9,1643.7,1615.2,1624.8
KQ264020,2.9,09/23/2019,49.2,3.6,139,NM418111,Region #3,16.2,2096.1,2038.2,2068.1
NC103116,2.3,01/12/2019,22.5,3.7,169,NM418111,Region #3,8.4,2548.5,2517.9,2534
NC103116,2.3,11/01/2019,49.9,2.9,172,NM418111,Region #3,15.8,2593.8,2548.4,2566.4
QH401919,2.4,04/08/2019,40.7,3.7,156,NM418111,Region #3,13.4,2352.5,2303.6,2329.3
BQ261014,2.6,02/18/2019,13.8,3.1,156,NM418116,Region #3,6.4,2352.5,2333.1,2341.5
DG282516,2.8,05/18/2019,33.6,3.7,135,NM418116,Region #3,11.9,2035.8,1992.5,2015.3
DG282516,2.8,06/17/2019,26.3,2.8,159,NM418116,Region #3,9.9,2397.7,2370.4,2380.6
DM481414,2.6,05/12/2019,26.1,3.2,152,NM418116,Region #3,9.6,2292.2,2261.7,2275.5
DX301310,3.9,01/23/2019,28,2.2,119,NM418116,Region #3,11.5,1794.5,1769.8,1774.7
DX301310,3.9,04/18/2019,26.2,3.4,100,NM418116,Region #3,11,1508,1470.9,1489
FD311219,2.6,07/20/2019,34.4,2.8,156,NM418116,Region #3,11.9,2352.5,2319,2331.8
FD311219,2.6,06/16/2019,45.6,3.1,162,NM418116,Region #3,14.9,2443,2396.9,2417.1
GD341420,2.8,08/22/2019,35.8,3.3,131,NM418116,Region #3,12.5,1975.5,1934,1953.9
GJ331220,3.1,04/10/2019,11.6,3.1,104,NM418116,Region #3,6.2,1568.3,1549.2,1557.5
KQ264020,2.9,08/10/2019,47.5,3,100,NM418116,Region #3,15.7,1508,1460.3,1480.7
QH401919,2.4,04/21/2019,6.5,2.8,126,NM418116,Region #3,4.2,1900.1,1888.6,1892.9
DA251912,2.4,10/24/2019,50.2,2.6,92,NM418117,Region #3,15.9,1387.4,1345.9,1359.8
DA251912,2.4,08/02/2019,37.8,2.4,165,NM418117,Region #3,12.6,2488.2,2458.4,2466.4
DG282516,2.8,08/09/2019,21.8,3.1,149,NM418117,Region #3,8.7,2246.9,2220.1,2231.9
DM481414,2.6,12/10/2019,25.8,2.5,186,NM418117,Region #3,9.5,2804.9,2781.4,2788.4
DM481414,2.6,03/10/2019,7.1,2.9,109,NM418117,Region #3,4.5,1643.7,1630.5,1636
FD311219,2.6,01/13/2019,48,2.1,109,NM418117,Region #3,15.6,1643.7,1610.8,1616.7
KH102813,1.2,10/20/2019,39.4,2.8,125,NM418117,Region #3,11.8,1885,1852,1864.5
KQ264020,2.9,03/07/2019,11.6,3.1,136,NM418117,Region #3,6.1,2050.9,2031.9,2040.4
QH401919,2.4,10/11/2019,6.1,3.8,168,NM418117,Region #3,4,2533.4,2518.3,2526.5
DG282516,2.8,01/12/2019,11.8,3,152,NM418119,Region #3,6,2292.2,2274.1,2281.8
DM481414,2.6,08/17/2019,14.2,2.7,162,NM418119,Region #3,6.4,2443,2425.7,2431.9
EC423810,3.7,02/07/2019,13.9,3.8,93,NM418119,Region #3,7.4,1402.4,1374,1389.6
FD311219,2.6,10/05/2019,39.8,3.2,145,NM418119,Region #3,13.4,2186.6,2144.1,2163.4
FD311219,2.6,11/17/2019,14.9,3.5,189,NM418119,Region #3,6.7,2850.1,2826.9,2838.6
KH102813,1.2,10/06/2019,8.5,3.4,192,NM418119,Region #3,3.5,2895.4,2883.6,2889.3
KQ264020,2.9,01/21/2019,40,2.4,133,NM418119,Region #3,13.7,2005.6,1972.8,1981.9
MA101120,2.1,04/22/2019,30.8,2.6,122,NM418119,Region #3,10.5,1839.8,1812.2,1821.6
MA101120,2.1,12/13/2019,21.8,3.5,160,NM418119,Region #3,8,2412.8,2384.6,2398.9
MA101120,2.1,03/16/2019,19.1,2.9,171,NM418119,Region #3,7.3,2578.7,2557.8,2566
BQ261014,2.6,08/14/2019,26.7,2.9,121,NM418126,Region #3,9.8,1824.7,1795.9,1807.6
DG282516,2.8,11/07/2019,32.9,3.4,123,NM418126,Region #3,11.7,1854.8,1814.7,1834.6
DM481414,2.6,03/18/2019,44.3,3.5,109,NM418126,Region #3,14.5,1643.7,1592.4,1618.6
EC423810,3.7,02/10/2019,46.5,2.2,120,NM418126,Region #3,16.3,1809.6,1774.6,1781.4
FD311219,2.6,12/06/2019,28.9,3.7,144,NM418126,Region #3,10.4,2171.5,2132.7,2153.4
KH102813,1.2,04/20/2019,37.3,3.1,99,NM418126,Region #3,11.3,1492.9,1458.2,1473.4
NC103116,2.3,03/25/2019,20.2,3.1,189,NM418126,Region #3,7.8,2850.1,2826.2,2836.7
QH401919,2.4,03/08/2019,40.9,2.6,194,NM418126,Region #3,13.4,2925.5,2891.2,2902.2
BQ261014,2.6,03/04/2019,49.2,2.9,105,NM418127,Region #3,15.9,1583.4,1537.8,1555.8
BQ261014,2.6,10/19/2019,6.8,3.7,128,NM418127,Region #3,4.5,1930.2,1913.7,1922.5
